,2330.TW,3711.TW,6239.TW,2449.TW,3264.TWO,3037.TW,8046.TW,3189.TW,600584.SS,002156.SZ,002185.SZ,005930.KS,4062.T,AMKR,INTC,600584.SS__ret_pct,600584.SS__limit,002156.SZ__ret_pct,002156.SZ__limit,002185.SZ__ret_pct,002185.SZ__limit
2020-10-13,415.1992492675781,47.40465927124024,65.5857925415039,22.48994827270508,27.21149063110352,76.51333618164062,106.12759399414062,59.959083557128906,38.41524887084961,24.93886375427246,14.214669227600098,53269.83203125,1896.329833984375,11.907464981079102,48.3571662902832,0.51,,3.03,,0.07,
2020-10-14,412.5031433105469,46.71430206298828,66.02893829345703,22.63863754272461,27.90090560913086,76.60283660888672,110.0102996826172,64.4136962890625,37.39019393920898,24.631591796875,13.930180549621582,53269.83203125,1927.5352783203125,11.85182285308838,48.312278747558594,-2.67,,-1.23,,-2.0,
2020-10-15,407.1109008789063,47.021121978759766,64.99491882324219,22.71298789978028,27.49536895751953,76.51333618164062,110.44171905517578,64.8591537475586,36.92159271240234,24.66132354736328,13.85170078277588,52482.5859375,1941.9376220703125,11.861099243164062,48.060977935791016,-1.25,,0.12,,-0.56,
2020-10-16,403.51611328125,46.94441986083984,64.99491882324219,22.52712059020996,27.008724212646484,74.90251922607422,107.4218292236328,62.45365905761719,37.273040771484375,24.235105514526367,14.352010726928713,52045.2265625,1946.7384033203125,11.963109016418455,48.33023071289063,0.95,,-1.73,,3.61,
2020-10-19,411.1549987792969,47.48136901855469,65.43806457519531,22.67581367492676,27.130386352539062,76.51333618164062,109.1474838256836,64.50279235839844,36.95088195800781,24.15580940246582,14.332388877868652,52482.5859375,2004.3482666015625,11.87037181854248,48.60845947265625,-0.86,,-0.33,,-0.14,
2020-10-20,405.3134765625,47.48136901855469,63.22232437133789,23.0103759765625,27.252042770385746,78.75057220458984,112.16737365722656,63.70096206665039,36.87278366088867,24.423433303833008,14.361820220947266,53269.83203125,2045.15576171875,11.777634620666504,48.98540496826172,-0.21,,1.11,,0.21,
2020-10-21,407.1109008789063,49.16891098022461,61.302024841308594,22.973201751708984,27.53592300415039,77.31874084472656,108.2846450805664,63.96823501586914,35.701290130615234,24.07651329040528,14.018470764160156,53269.83203125,2085.962890625,12.194951057434082,47.95327758789063,-3.18,,-1.42,,-2.39,
2020-10-22,408.908203125,49.39903259277344,60.9327392578125,23.159069061279297,27.333154678344727,78.1241455078125,104.83334350585938,61.38455581665039,35.17411804199219,23.987302780151367,14.185240745544434,52570.0390625,2045.15576171875,12.204225540161133,48.01610565185547,-1.48,,-0.37,,1.19,
2020-10-23,406.2121887207031,50.0126838684082,64.99491882324219,23.12189483642578,27.698137283325195,76.1553726196289,104.40192413330078,60.404544830322266,34.471221923828125,24.03686141967773,13.979229927062988,52657.52734375,1973.1431884765625,12.157855987548828,48.37510681152344,-2.0,,0.21,,-1.45,
2020-10-26,404.4147644042969,50.8564567565918,63.591609954833984,22.824506759643555,27.77924156188965,76.42383575439453,102.67627716064452,59.42452621459961,34.13929748535156,24.71088981628418,13.655502319335938,52832.46875,1946.7384033203125,12.315508842468262,43.25938034057617,-0.96,,2.8,,-2.32,
2020-10-27,401.7187194824219,49.39903259277344,64.25634765625,22.56429481506348,28.10367202758789,73.02325439453125,104.40192413330078,60.04817581176758,34.910526275634766,24.879392623901367,14.018470764160156,52307.640625,1994.7469482421875,12.417522430419922,41.93106842041016,2.26,,0.68,,2.66,
2020-10-28,399.0226440429688,48.4018440246582,63.07461166381836,22.60146713256836,27.819795608520508,67.02748107910156,95.77367401123048,58.62269592285156,34.80314636230469,24.532468795776367,14.077330589294434,51607.875,2083.56201171875,10.432944297790527,40.9617805480957,-0.31,,-1.39,,0.42,
2020-10-29,392.7317504882813,47.94160842895508,62.40989303588867,22.48994827270508,27.657581329345703,60.763221740722656,98.79357147216795,61.38455581665039,35.310791015625,24.15580940246582,14.057710647583008,50820.640625,2133.97119140625,10.720428466796877,39.71425247192383,1.46,,-1.54,,-0.14,
2020-10-30,388.2382507324219,48.47854995727539,62.33603286743164,22.26690673828125,27.04927635192871,61.03168487548828,99.65638732910156,61.5627326965332,36.14059829711914,24.691062927246094,14.10676097869873,49508.57421875,2028.3529052734373,10.905905723571776,39.58860778808594,2.35,,2.22,,0.35,
2020-11-02,391.3836364746094,51.239994049072266,61.819034576416016,22.34125328063965,26.72484970092773,58.347015380859375,100.51921081542967,64.4136962890625,37.5952033996582,25.51376914978028,14.31277084350586,50208.33203125,1961.14111328125,10.989368438720703,39.74118423461914,4.02,,3.33,,1.46,
2020-11-04,404.4147644042969,52.16046905517578,63.22232437133789,23.0847225189209,27.04927635192871,61.568626403808594,108.2846450805664,69.491943359375,37.45853042602539,25.99946022033692,14.126379013061523,51170.515625,2049.95654296875,11.276853561401367,40.25275039672852,0.37,,2.54,,-1.84,
2020-11-05,405.3134765625,52.31388473510742,63.591609954833984,23.716670989990234,27.576475143432617,61.568626403808594,110.0102996826172,69.75923156738281,37.839263916015625,26.058937072753903,14.352010726928713,52745.0,2155.57470703125,11.564340591430664,41.01563262939453,1.02,,0.23,,1.6,
2020-11-06,406.6615295410156,52.697410583496094,63.517765045166016,23.67949485778809,27.53592300415039,61.568626403808594,109.1474838256836,68.77921295166016,40.17249298095703,26.60410118103028,15.333008766174316,52570.0390625,2088.363037109375,12.046571731567385,41.29587173461914,6.17,,2.09,,6.84,
2020-11-09,412.0537414550781,53.84801483154297,64.25634765625,23.753847122192383,28.22533226013184,62.195045471191406,108.2846450805664,69.31375885009766,44.19462203979492,27.84311485290528,16.38267707824707,52657.52734375,2131.570556640625,11.786907196044922,41.03371047973633,10.01,up_limit,4.66,,6.85,
2020-11-10,405.3134765625,54.84519577026367,65.5857925415039,23.902538299560547,28.0631160736084,63.984840393066406,113.03018951416016,69.58103942871094,43.66744995117188,26.68339729309082,15.59787654876709,52657.52734375,1994.7469482421875,11.88891887664795,41.22355270385742,-1.19,,-4.17,,-4.79,
2020-11-11,410.7057189941406,54.84519577026367,66.98908233642578,24.051231384277344,28.184776306152344,66.49053192138672,112.16737365722656,69.491943359375,40.72895431518555,25.137109756469727,14.970038414001465,53619.7109375,2018.751220703125,11.833274841308594,41.07891082763672,-6.73,,-5.79,,-4.03,
2020-11-12,411.60443115234375,55.22872924804688,66.3243637084961,23.902538299560547,28.22533226013184,64.96922302246094,114.7558364868164,68.60102081298828,40.67037582397461,24.92895126342773,15.126999855041504,53357.2890625,2081.161865234375,12.315508842468262,41.90157699584961,-0.14,,-0.83,,1.05,
2020-11-13,415.1992492675781,54.0781364440918,66.3243637084961,23.902538299560547,28.22533226013184,66.31155395507812,115.18726348876952,67.7101058959961,42.06640625,25.256053924560547,15.244718551635742,55281.6484375,2066.75927734375,12.185681343078612,40.63594055175781,3.43,,1.31,,0.78,
2020-11-16,434.9705810546875,55.15202331542969,67.7276611328125,24.16275405883789,28.50921058654785,66.75900268554688,116.05008697509766,67.17554473876953,41.46113204956055,24.72080039978028,15.08775806427002,57993.25390625,2131.570556640625,12.33405876159668,41.09699249267578,-1.44,,-2.12,,-1.03,
2020-11-17,436.3186340332031,55.22872924804688,67.13680267333984,24.19992446899414,28.67142105102539,66.75900268554688,124.24691772460938,69.84832000732422,43.04265213012695,24.978513717651367,15.382058143615724,57468.41796875,2114.767333984375,12.723555564880373,41.75692367553711,3.81,,1.04,,1.95,
2020-11-18,446.6536865234375,55.99580001831055,67.21066284179688,24.16275405883789,28.468652725219727,67.56441497802734,121.22705078125,68.77921295166016,42.4666633605957,24.691062927246094,15.146618843078612,56681.18359375,2097.96533203125,12.510257720947266,41.160282135009766,-1.34,,-1.15,,-1.53,
2020-11-19,440.36279296875,55.919090270996094,66.102783203125,24.051231384277344,28.265884399414062,67.02748107910156,117.7757339477539,67.35372924804688,41.76376724243164,24.65141487121582,14.98965835571289,56506.24609375,2073.960205078125,12.500985145568848,40.735382080078125,-1.66,,-0.16,,-1.04,
2020-11-20,438.5653991699219,55.919090270996094,66.76751708984375,24.16275405883789,28.54976272583008,67.74337768554688,119.06997680664062,66.99736022949219,40.97301864624024,24.72080039978028,14.940608978271484,56593.72265625,2119.568359375,12.528807640075684,41.24163055419922,-1.89,,0.28,,-0.33,
2020-11-24,442.1601257324219,56.30261993408203,67.3583755493164,25.2036075592041,30.33412170410156,73.38121032714844,131.58094787597656,75.46112060546875,42.65214920043945,25.870603561401367,15.362439155578612,59217.84375,2215.585205078125,12.973946571350098,41.639404296875,1.96,,5.88,up_touch,1.69,
2020-11-25,437.6667175292969,55.61226272583008,66.47208404541016,25.054914474487305,29.847475051879883,74.36559295654297,129.42388916015625,74.83747863769531,43.81388473510742,26.058937072753903,15.578258514404297,58255.66015625,2261.193603515625,13.33561897277832,42.49821853637695,2.72,,0.73,,1.4,
2020-11-26,439.464111328125,56.37932968139648,67.28451538085938,25.42665100097656,30.00969314575196,80.1823959350586,142.36627197265625,82.32122039794922,42.710731506347656,26.594188690185547,15.499778747558594,59480.2578125,2362.0107421875,13.224334716796877,42.53439331054688,-2.52,,2.05,,-0.5,
2020-11-30,431.8251647949219,58.757232666015625,67.94923400878906,26.31881523132324,30.293567657470703,80.45086669921875,156.17147827148438,80.8066635131836,43.01336669921875,26.217529296875,15.676358222961426,58343.1328125,2347.608154296875,13.576740264892578,42.8960075378418,2.66,,-1.6,,1.52,
2020-12-01,440.36279296875,58.83393478393555,68.68780517578125,26.430334091186523,31.14519500732422,75.79742431640625,150.99452209472656,76.4411392211914,43.9212760925293,26.832077026367188,15.794079780578612,59305.3125,2410.018798828125,13.669473648071287,43.709617614746094,2.11,,2.34,,0.75,
2020-12-02,448.4510803222656,59.29418182373047,73.41471862792969,26.355987548828125,31.14519500732422,76.24486541748047,153.15159606933594,77.33206176757812,45.01466369628906,27.595308303833008,15.970657348632812,60792.3125,2400.417236328125,13.947687149047852,44.80349349975586,2.49,,2.84,,1.12,
2020-12-03,446.6536865234375,59.75442123413086,73.2669906616211,25.947078704833984,30.73966217041016,74.90251922607422,148.4060516357422,77.59934997558594,43.78460311889648,28.45766258239746,16.039329528808594,60967.26953125,2371.6123046875,13.854951858520508,45.11086654663086,-2.73,,3.12,,0.43,
2020-12-04,452.04583740234375,61.05842590332031,74.596435546875,26.467506408691406,31.510177612304688,72.75479888916016,146.24900817871094,76.53023529052734,43.38434219360352,29.25063133239746,15.676358222961426,62541.75,2376.4130859375,13.780760765075684,46.09625244140625,-0.91,,2.79,,-2.26,
2020-12-07,461.93157958984375,60.44477844238281,74.22714233398438,26.72772216796875,32.037376403808594,73.38121032714844,148.83746337890625,76.17385864257812,43.35504913330078,28.398191452026367,15.539018630981444,63766.3203125,2359.6103515625,14.36500358581543,47.000274658203125,-0.07,,-2.91,,-0.88,
2020-12-08,470.9185485839844,60.981727600097656,72.97157287597656,26.72772216796875,31.63184356689453,75.61844635009766,155.3086700439453,77.24295806884766,43.04265213012695,29.072216033935547,15.254528999328612,62716.6875,2419.62109375,14.36500358581543,45.3820686340332,-0.72,,2.37,,-1.83,
2020-12-09,467.3237609863281,60.981727600097656,74.22714233398438,26.87641143798828,33.29453659057617,74.45507049560547,152.72018432617188,76.35204315185547,40.78752517700195,27.109617233276367,14.665929794311523,64641.0390625,2414.8203125,14.272266387939451,45.82503890991211,-5.24,,-6.75,,-3.86,
2020-12-10,460.1341247558594,61.825496673583984,72.897705078125,26.61620140075684,32.52401351928711,73.5601806640625,153.5830078125,75.01567077636719,40.81681060791016,27.129444122314453,14.597260475158691,63766.3203125,2414.8203125,13.73439121246338,45.26454544067383,0.07,,0.07,,-0.47,
2020-12-11,463.72900390625,60.44477844238281,70.97740936279297,26.28163719177246,31.99682235717773,73.02325439453125,149.70028686523438,74.48110961914062,39.11814880371094,26.50498008728028,13.910560607910156,64203.68359375,2429.22265625,13.99405574798584,45.436302185058594,-4.16,,-2.3,,-4.7,
2020-12-14,456.5394287109375,59.064056396484375,71.27283477783203,26.355987548828125,32.037376403808594,74.99201965332031,160.48562622070312,76.88660430908203,39.63555908203125,26.653657913208008,13.900751113891602,64553.5859375,2398.017333984375,13.752938270568848,44.957176208496094,1.32,,0.56,,-0.07,
2020-12-15,452.9444885253906,59.5242919921875,70.97740936279297,25.798383712768555,30.942428588867188,76.78181457519531,150.56312561035156,74.83747863769531,40.05533599853516,25.95981407165528,13.694741249084473,64553.5859375,2410.018798828125,13.89204216003418,45.626163482666016,1.06,,-2.6,,-1.48,
2020-12-16,460.1341247558594,60.36806488037109,70.9035415649414,26.0585994720459,31.34796524047852,77.58719635009766,152.2887725830078,75.46112060546875,37.731876373291016,25.474119186401367,13.55739974975586,64553.5859375,2388.41552734375,14.43919277191162,45.80696487426758,-5.8,,-1.87,,-1.0,
2020-12-17,458.7794799804688,60.981727600097656,71.56826782226562,25.83555793762207,31.064083099365234,76.96077728271484,152.2887725830078,74.83747863769531,38.10285186767578,25.84086799621582,13.665311813354492,64116.21484375,2448.42578125,14.327911376953123,46.21378326416016,0.98,,1.44,,0.8,
2020-12-18,460.585693359375,60.52148818969727,70.82968139648438,25.2779541015625,30.73966217041016,76.60283660888672,149.26889038085938,75.19385528564453,37.28280258178711,25.256053924560547,13.675121307373049,63853.7890625,2398.017333984375,14.300015449523926,45.78888320922852,-2.15,,-2.26,,0.07,
2020-12-21,466.00439453125,60.981727600097656,69.57410430908203,25.42665100097656,30.73966217041016,75.5289535522461,152.72018432617188,73.23381805419922,38.3371467590332,25.771482467651367,13.85170078277588,63853.7890625,2330.805419921875,14.216337203979492,42.9050407409668,2.83,,2.04,,1.29,
2020-12-22,459.6825866699219,59.98453521728516,69.35253143310547,25.017742156982425,30.090797424316406,73.470703125,146.680419921875,71.27378845214844,37.48781967163086,24.572120666503903,13.390631675720217,63241.5,2217.98583984375,13.946698188781738,41.91060256958008,-2.22,,-4.65,,-3.33,
2020-12-23,459.6825866699219,59.217472076416016,69.42638397216797,24.94339370727539,30.41522979736328,77.13976287841797,152.2887725830078,73.0556411743164,40.2310676574707,25.51376914978028,13.812459945678713,64641.0390625,2232.387939453125,13.937399864196776,41.73884582519531,7.32,,3.83,,3.15,
2020-12-24,460.585693359375,61.74878692626953,70.09111022949219,25.054914474487305,30.73966217041016,75.61844635009766,147.97462463378906,73.50109100341797,39.81127548217773,24.77035903930664,13.429871559143066,68052.4140625,2265.994140625,13.983890533447266,42.10046005249024,-1.04,,-2.91,,-2.77,
2020-12-29,465.1012878417969,61.90219497680664,70.01725006103516,25.612520217895508,30.86132049560547,76.69231414794922,150.99452209472656,71.63016510009766,38.766700744628906,23.769237518310547,13.145381927490234,70213.4296875,2321.203369140625,14.141952514648438,42.55247497558594,0.33,,0.63,,0.45,
2020-12-30,474.1324157714844,62.66926956176758,69.42638397216797,25.724040985107425,30.942428588867188,77.76618957519531,153.5830078125,71.7192611694336,40.1431999206543,24.591941833496094,13.115951538085938,72634.6015625,2311.60205078125,13.76074504852295,44.649810791015625,3.55,,3.46,,-0.22,
2021-01-05,489.4853210449219,66.42788696289062,69.94338989257812,26.09577178955078,32.24014663696289,84.38838958740234,180.33059692382807,76.4411392211914,43.23789978027344,26.80234146118164,14.25390911102295,75235.0859375,2318.8037109375,13.86302089691162,44.902931213378906,4.14,,6.33,,4.99,
2021-01-06,495.8070983886719,67.88532257080078,69.7218246459961,25.798383712768555,31.59128189086914,81.52472686767578,177.3107147216797,75.72840118408203,41.383033752441406,26.81225204467773,13.792840957641602,73710.640625,2251.591796875,14.383697509765623,45.75271987915039,-4.29,,0.04,,-3.23,
2021-01-07,510.2567138671875,68.57567596435547,70.9035415649414,26.132946014404297,31.550731658935547,82.41963195800781,183.3505096435547,78.57936096191406,41.148738861083984,26.832077026367188,13.606451988220217,74338.375,2241.989990234375,14.904372215270996,46.1956901550293,-0.57,,0.07,,-1.35,
2021-01-08,523.8034057617188,67.50177764892578,70.9035415649414,26.39316177368164,31.2668571472168,80.71932220458984,186.37039184570312,76.79750061035156,41.031585693359375,26.673484802246094,13.812459945678713,79629.03125,2345.20849609375,15.611006736755373,47.18107604980469,-0.28,,-0.59,,1.51,
2021-01-12,533.7376098632812,70.72345733642578,72.23298645019531,26.57902908325196,32.72678756713867,88.95234680175781,191.5473480224609,80.1830062866211,43.16956329345703,27.06005477905273,13.64569091796875,81243.125,2352.408935546875,15.889941215515137,46.59346771240234,1.61,,-0.4,,-1.49,
2021-01-13,546.3810424804688,76.39973449707031,72.60227966308594,27.06228256225586,32.7673454284668,87.34153747558594,189.8217010498047,79.38118743896484,45.26848983764648,28.05126571655273,14.675739288330078,80436.0703125,2350.0087890625,16.410615921020508,48.13031005859375,4.86,,3.66,,7.55,
2021-01-14,534.6408081054688,75.93949890136719,72.97157287597656,27.06228256225586,33.05121994018555,86.53614807128906,193.2729949951172,78.13390350341797,44.86823272705078,28.86406135559082,15.666547775268556,80436.0703125,2453.22705078125,16.17816734313965,51.48424530029297,-0.88,,2.9,,6.75,
2021-01-15,542.7686157226562,75.17243194580078,71.27283477783203,26.9135856628418,32.3618049621582,89.48928833007812,188.9588623046875,78.66845703125,43.931034088134766,26.64374542236328,14.911179542541504,78911.6484375,2414.8203125,17.424072265625,53.56350326538086,-2.09,,-7.69,,-4.82,
2021-01-18,548.1873168945312,77.09010314941406,75.33502197265625,27.50836563110352,32.64568328857422,85.01482391357422,192.41018676757807,78.49026489257812,47.05501937866211,29.31010627746582,15.607687950134276,76221.46875,2434.0234375,16.773229598999023,52.05377578735352,7.11,,10.01,up_limit,4.67,
2021-01-20,584.311767578125,80.15837097167969,73.85786437988281,28.995304107666016,34.06505584716797,82.68810272216797,186.8018035888672,77.68844604492188,46.44974899291992,29.815624237060547,15.107378959655762,78194.2890625,2438.824462890625,17.470569610595703,52.4244270324707,0.87,,2.38,,-4.05,
2021-01-21,607.7925415039062,80.92543029785156,73.85786437988281,28.995304107666016,33.74062728881836,85.5517578125,198.88137817382807,79.55937957763672,46.25450134277344,29.389402389526367,14.871939659118652,79001.34375,2438.824462890625,17.238122940063477,53.03915786743164,-0.42,,-1.43,,-1.56,
2021-01-22,586.117919921875,80.54190063476562,76.44288635253906,30.630935668945312,34.227272033691406,90.38417053222656,218.7263641357422,81.5194091796875,43.10122680664063,28.54687118530273,13.979229927062988,77835.578125,2482.031494140625,17.163740158081055,56.46541976928711,-6.82,,-2.87,,-6.0,
2021-01-25,571.6681518554688,78.2406997680664,76.44288635253906,30.29637336730957,35.524986267089844,85.6412353515625,201.4698486328125,78.31208801269531,44.85847091674805,28.943357467651367,14.145999908447266,80167.0625,2453.22705078125,17.17303466796875,51.22206878662109,4.08,,1.39,,1.19,
2021-01-26,557.2183837890625,75.47926330566406,74.22714233398438,29.106821060180664,35.524986267089844,84.11992645263672,205.35255432128903,77.59934997558594,45.85424423217773,28.03144645690918,13.88113021850586,77745.9296875,2458.02783203125,16.58727264404297,50.11915969848633,2.22,,-3.15,,-1.87,
2021-01-27,555.412109375,75.4025650024414,74.96572875976562,29.06965065002441,35.88996887207031,82.86708068847656,213.98081970214844,76.17385864257812,43.03289031982422,26.88163948059082,13.88113021850586,76759.5,2405.21826171875,16.001514434814453,49.91123580932617,-6.15,,-4.1,,0.0,
2021-01-28,542.7686157226562,72.48771667480469,73.78400421142578,28.549217224121094,34.71391677856445,78.84005737304688,203.62692260742188,72.69927215576172,40.77776718139648,26.3662109375,14.028281211853027,75055.7421875,2304.401123046875,15.025242805480955,48.44671249389648,-5.24,,-1.92,,1.06,
2021-01-29,533.7376098632812,70.5700454711914,71.93756103515625,27.50836563110352,33.781185150146484,77.40823364257812,194.9986572265625,69.58103942871094,39.7917594909668,27.208740234375,13.920370101928713,73531.3203125,2333.20556640625,15.081029891967772,50.688697814941406,-2.42,,3.2,,-0.77,
2021-02-01,551.7998046875,72.79454040527344,72.60227966308594,27.6198844909668,33.74062728881836,76.78181457519531,201.03842163085932,66.19554138183594,40.56298828125,28.64599227905273,14.26371955871582,74428.0234375,2381.214111328125,14.430184364318848,50.18244171142578,1.94,,5.28,,2.47,
2021-02-02,570.7650756835938,75.63267517089844,73.1192855834961,28.10314178466797,35.362770080566406,79.37699890136719,212.25518798828125,67.26464080810547,40.2310676574707,28.64599227905273,14.31277084350586,75683.4296875,2419.62109375,15.415752410888672,51.24919128417969,-0.82,,0.0,,0.34,
2021-02-03,568.9588012695312,75.2491455078125,73.56243133544922,27.58271026611328,37.06602478027344,77.22925567626953,210.09811401367188,70.47195434570312,38.05403900146485,26.09858131408692,13.145381927490234,75862.8046875,2438.824462890625,15.499431610107422,52.433475494384766,-5.41,,-8.89,down_touch,-8.16,
2021-02-04,566.2495727539062,74.94231414794922,73.2669906616211,27.32250022888184,38.76927947998047,75.26049041748047,219.15777587890625,73.0556411743164,40.40679168701172,26.316648483276367,12.998231887817385,73979.6796875,2506.035400390625,15.211198806762695,52.1441764831543,6.18,,0.84,,-1.12,
2021-02-05,570.7650756835938,80.92543029785156,73.63628387451172,28.623565673828125,38.56650924682617,80.27188873291016,228.6488647460937,71.54106903076172,39.10838317871094,24.76044654846192,12.49792194366455,74876.3828125,2393.2158203125,15.94572639465332,53.47024917602539,-3.21,,-5.91,,-3.85,
2021-02-18,596.0520629882812,90.13021850585938,75.70430755615234,29.887466430664062,38.52595520019531,81.97218322753906,248.49383544921875,81.34122467041016,41.91020965576172,26.20761680603028,13.01785373687744,73620.984375,2297.19921875,22.19384765625,56.25335311889648,2.48,,1.61,,2.0,
2021-02-19,588.8272705078125,87.06195831298828,76.07360076904297,29.998985290527344,37.43101119995117,81.97218322753906,250.21951293945312,82.85578155517578,42.076171875,26.28691291809082,13.27291202545166,74069.3671875,2328.405029296875,21.29195976257324,56.03507995605469,0.4,,0.3,,1.96,
2021-02-22,587.0209350585938,85.91136169433594,74.96572875976562,29.813119888305664,37.95820236206055,85.37278747558594,254.10223388671875,87.755859375,40.81681060791016,25.384910583496094,13.076711654663086,73710.640625,2314.002685546875,22.007890701293945,57.30839157104492,-2.99,,-3.43,,-1.48,
2021-02-24,564.443359375,81.3089599609375,76.44288635253906,28.995304107666016,36.98491668701172,86.80460357666016,254.5336456298828,85.97400665283203,39.97724151611328,25.07763290405273,13.027661323547363,73531.3203125,2138.771728515625,21.942699432373047,55.58940887451172,0.66,,0.68,,1.07,
